Time,PV power,datetime,freq
1654873795.0,0.0,10-06-2022 15:00,1
1654873855.0,12.0,10-06-2022 15:00,1
1654873915.0,0.0,10-06-2022 15:00,1
1654873975.0,0.0,10-06-2022 15:00,1
1654874035.0,0.0,10-06-2022 15:00,1
1654874095.0,12.7,10-06-2022 15:00,1
1654874155.0,0.0,10-06-2022 15:00,1
1654874215.0,12.6,10-06-2022 15:00,1
1654874275.0,12.6,10-06-2022 15:00,1
1654874335.0,12.5,10-06-2022 15:00,1
1654874395.0,0.0,10-06-2022 15:00,1
1654874455.0,0.0,10-06-2022 15:00,1
1654874515.0,0.0,10-06-2022 15:00,1
1654874575.0,0.0,10-06-2022 15:00,1
1654874635.0,0.0,10-06-2022 15:00,1
1654874695.0,12.2,10-06-2022 15:00,1
1654874755.0,0.0,10-06-2022 15:00,1
1654874815.0,0.0,10-06-2022 15:00,1
1654874875.0,0.0,10-06-2022 15:00,1
1654874935.0,11.9,10-06-2022 15:00,1
1654874995.0,0.0,10-06-2022 15:00,1
1654875055.0,0.0,10-06-2022 15:00,1
1654875115.0,11.8,10-06-2022 15:00,1
1654875175.0,0.0,10-06-2022 15:00,1
1654875235.0,0.0,10-06-2022 15:00,1
1654875295.0,0.0,10-06-2022 15:00,1
1654875355.0,0.0,10-06-2022 15:00,1
1654875415.0,11.5,10-06-2022 15:00,1
1654875475.0,0.0,10-06-2022 15:00,1
1654875535.0,0.0,10-06-2022 15:00,1
1654875595.0,0.0,10-06-2022 15:00,1
1654875655.0,11.3,10-06-2022 15:00,1
1654875715.0,11.2,10-06-2022 15:00,1
1654875775.0,0.0,10-06-2022 15:00,1
1654875835.0,0.0,10-06-2022 15:00,1
1654875895.0,11.1,10-06-2022 15:00,1
1654875955.0,0.0,10-06-2022 15:00,1
1654876015.0,11.0,10-06-2022 15:00,1
1654876075.0,0.0,10-06-2022 15:00,1
1654876135.0,10.8,10-06-2022 15:00,1
1654876195.0,10.8,10-06-2022 15:00,1
1654876255.0,0.0,10-06-2022 15:00,1
1654876315.0,0.0,10-06-2022 15:00,1
1654876375.0,0.0,10-06-2022 15:00,1
1654876435.0,10.6,10-06-2022 15:00,1
1654876495.0,0.0,10-06-2022 15:00,1
1654876555.0,10.4,10-06-2022 15:00,1
1654876615.0,0.0,10-06-2022 15:00,1
1654876675.0,0.0,10-06-2022 15:00,1
1654876735.0,0.0,10-06-2022 15:00,1
1654876795.0,0.0,10-06-2022 15:00,1
1654876855.0,10.2,10-06-2022 16:00,1
1654876915.0,0.0,10-06-2022 16:00,1
1654876975.0,10.1,10-06-2022 16:00,1
1654877035.0,0.0,10-06-2022 16:00,1
1654877095.0,10.0,10-06-2022 16:00,1
1654877155.0,9.9,10-06-2022 16:00,1
1654877215.0,0.0,10-06-2022 16:00,1
1654877275.0,0.0,10-06-2022 16:00,1
1654877335.0,0.0,10-06-2022 16:00,1
1654877395.0,0.0,10-06-2022 16:00,1
1654877455.0,9.6,10-06-2022 16:00,1
1654877515.0,9.5,10-06-2022 16:00,1
1654877575.0,0.0,10-06-2022 16:00,1
1654877635.0,9.4,10-06-2022 16:00,1
1654877695.0,9.3,10-06-2022 16:00,1
1654877755.0,0.0,10-06-2022 16:00,1
1654877815.0,9.2,10-06-2022 16:00,1
1654877875.0,9.1,10-06-2022 16:00,1
1654877935.0,0.0,10-06-2022 16:00,1
1654877995.0,9.0,10-06-2022 16:00,1
1654878055.0,9.0,10-06-2022 16:00,1
1654878115.0,8.9,10-06-2022 16:00,1
1654878175.0,0.0,10-06-2022 16:00,1
1654878235.0,0.0,10-06-2022 16:00,1
1654878295.0,8.7,10-06-2022 16:00,1
1654878355.0,0.0,10-06-2022 16:00,1
1654878415.0,0.0,10-06-2022 16:00,1
1654878475.0,8.5,10-06-2022 16:00,1
1654878535.0,8.4,10-06-2022 16:00,1
1654878595.0,0.0,10-06-2022 16:00,1
1654878655.0,8.3,10-06-2022 16:00,1
1654878715.0,8.3,10-06-2022 16:00,1
1654878775.0,8.2,10-06-2022 16:00,1
1654878836.0,8.1,10-06-2022 16:00,1
1654878895.0,0.0,10-06-2022 16:00,1
1654878955.0,8.0,10-06-2022 16:00,1
1654879015.0,7.9,10-06-2022 16:00,1
1654879075.0,0.0,10-06-2022 16:00,1
1654879135.0,0.0,10-06-2022 16:00,1
1654879195.0,0.0,10-06-2022 16:00,1
1654879255.0,7.7,10-06-2022 16:00,1
1654879315.0,7.6,10-06-2022 16:00,1
1654879375.0,7.5,10-06-2022 16:00,1
1654879435.0,0.0,10-06-2022 16:00,1
1654879495.0,7.4,10-06-2022 16:00,1
1654879555.0,0.0,10-06-2022 16:00,1
1654879615.0,0.0,10-06-2022 16:00,1
1654879675.0,7.2,10-06-2022 16:00,1
1654879735.0,7.1,10-06-2022 16:00,1
1654879795.0,7.1,10-06-2022 16:00,1
1654879855.0,7.0,10-06-2022 16:00,1
1654879915.0,0.0,10-06-2022 16:00,1
1654879975.0,0.0,10-06-2022 16:00,1
1654880035.0,0.0,10-06-2022 16:00,1
1654880095.0,0.0,10-06-2022 16:00,1
1654880155.0,6.7,10-06-2022 16:00,1
1654880215.0,0.0,10-06-2022 16:00,1
1654880275.0,6.6,10-06-2022 16:00,1
1654880335.0,6.5,10-06-2022 16:00,1
1654880395.0,6.4,10-06-2022 16:00,1
1654880455.0,6.3,10-06-2022 17:00,1
1654880515.0,6.3,10-06-2022 17:00,1
1654880575.0,0.0,10-06-2022 17:00,1
1654880635.0,0.0,10-06-2022 17:00,1
1654880695.0,6.1,10-06-2022 17:00,1
1654880755.0,0.0,10-06-2022 17:00,1
1654880815.0,0.0,10-06-2022 17:00,1
1654880875.0,0.0,10-06-2022 17:00,1
1654880935.0,5.8,10-06-2022 17:00,1
1654880995.0,0.0,10-06-2022 17:00,1
1654881055.0,5.7,10-06-2022 17:00,1
1654881115.0,5.7,10-06-2022 17:00,1
1654881175.0,5.6,10-06-2022 17:00,1
1654881235.0,5.6,10-06-2022 17:00,1
1654881295.0,5.5,10-06-2022 17:00,1
1654881355.0,5.4,10-06-2022 17:00,1
1654881415.0,0.0,10-06-2022 17:00,1
1654881475.0,5.3,10-06-2022 17:00,1
1654881535.0,5.2,10-06-2022 17:00,1
1654881595.0,0.0,10-06-2022 17:00,1
1654881655.0,0.0,10-06-2022 17:00,1
1654881715.0,0.0,10-06-2022 17:00,1
1654881775.0,4.9,10-06-2022 17:00,1
1654881835.0,0.0,10-06-2022 17:00,1
1654881895.0,0.0,10-06-2022 17:00,1
1654881955.0,0.0,10-06-2022 17:00,1
1654882015.0,0.0,10-06-2022 17:00,1
1654882075.0,0.0,10-06-2022 17:00,1
1654882135.0,0.0,10-06-2022 17:00,1
1654882195.0,0.0,10-06-2022 17:00,1
1654882255.0,4.5,10-06-2022 17:00,1
1654882315.0,0.0,10-06-2022 17:00,1
1654882375.0,0.0,10-06-2022 17:00,1
1654882435.0,4.3,10-06-2022 17:00,1
1654882495.0,0.0,10-06-2022 17:00,1
1654882555.0,4.1,10-06-2022 17:00,1
1654882615.0,4.1,10-06-2022 17:00,1
1654882675.0,0.0,10-06-2022 17:00,1
1654882735.0,0.0,10-06-2022 17:00,1
1654882795.0,0.0,10-06-2022 17:00,1
1654882855.0,0.0,10-06-2022 17:00,1
1654882915.0,0.0,10-06-2022 17:00,1
1654882975.0,0.0,10-06-2022 17:00,1
1654883035.0,0.0,10-06-2022 17:00,1
1654883095.0,0.0,10-06-2022 17:00,1
1654883155.0,0.0,10-06-2022 17:00,1
1654883215.0,3.5,10-06-2022 17:00,1
1654883275.0,3.4,10-06-2022 17:00,1
1654883335.0,0.0,10-06-2022 17:00,1
1654883395.0,0.0,10-06-2022 17:00,1
1654883455.0,0.0,10-06-2022 17:00,1
1654883515.0,3.2,10-06-2022 17:00,1
1654883575.0,0.0,10-06-2022 17:00,1
1654883635.0,3.1,10-06-2022 17:00,1
1654883695.0,3.0,10-06-2022 17:00,1
1654883756.0,3.0,10-06-2022 17:00,1
1654883815.0,0.0,10-06-2022 17:00,1
1654883875.0,0.0,10-06-2022 17:00,1
1654883935.0,0.0,10-06-2022 17:00,1
1654883995.0,0.0,10-06-2022 17:00,1
1654884055.0,2.7,10-06-2022 18:00,1
1654884115.0,2.6,10-06-2022 18:00,1
1654884175.0,0.0,10-06-2022 18:00,1
1654884235.0,2.5,10-06-2022 18:00,1
1654884295.0,0.0,10-06-2022 18:00,1
1654884355.0,2.4,10-06-2022 18:00,1
1654884415.0,0.0,10-06-2022 18:00,1
1654884475.0,0.0,10-06-2022 18:00,1
1654884535.0,0.0,10-06-2022 18:00,1
1654884595.0,0.0,10-06-2022 18:00,1
1654884655.0,0.0,10-06-2022 18:00,1
1654884715.0,0.0,10-06-2022 18:00,1
1654884775.0,0.0,10-06-2022 18:00,1
1654884835.0,0.0,10-06-2022 18:00,1
1654884895.0,0.0,10-06-2022 18:00,1
1654884955.0,0.0,10-06-2022 18:00,1
1654885015.0,1.9,10-06-2022 18:00,1
1654885075.0,0.0,10-06-2022 18:00,1
1654885135.0,0.0,10-06-2022 18:00,1
1654885195.0,1.7,10-06-2022 18:00,1
1654885255.0,1.6,10-06-2022 18:00,1
1654885315.0,1.6,10-06-2022 18:00,1
1654885375.0,1.6,10-06-2022 18:00,1
1654885435.0,1.5,10-06-2022 18:00,1
1654885495.0,0.0,10-06-2022 18:00,1
1654885555.0,0.0,10-06-2022 18:00,1
1654885615.0,0.0,10-06-2022 18:00,1
1654885675.0,0.0,10-06-2022 18:00,1
1654885736.0,0.0,10-06-2022 18:00,1
1654885795.0,1.3,10-06-2022 18:00,1
1654885855.0,1.2,10-06-2022 18:00,1
1654885915.0,1.2,10-06-2022 18:00,1
1654885975.0,1.1,10-06-2022 18:00,1
1654886035.0,0.0,10-06-2022 18:00,1
1654886095.0,0.0,10-06-2022 18:00,1
1654886155.0,1.0,10-06-2022 18:00,1
1654886215.0,0.0,10-06-2022 18:00,1
1654886275.0,0.0,10-06-2022 18:00,1
1654886335.0,0.9,10-06-2022 18:00,1
1654886395.0,0.8,10-06-2022 18:00,1
1654886455.0,0.0,10-06-2022 18:00,1
1654886515.0,0.0,10-06-2022 18:00,1
1654886575.0,0.7,10-06-2022 18:00,1
1654886635.0,0.7,10-06-2022 18:00,1
1654886695.0,0.6,10-06-2022 18:00,1
1654886755.0,0.0,10-06-2022 18:00,1
1654886815.0,0.0,10-06-2022 18:00,1
1654886875.0,0.0,10-06-2022 18:00,1
1654886935.0,0.0,10-06-2022 18:00,1
1654886995.0,0.0,10-06-2022 18:00,1
1654887055.0,0.0,10-06-2022 18:00,1
1654887115.0,0.4,10-06-2022 18:00,1
1654887175.0,0.0,10-06-2022 18:00,1
1654887235.0,0.4,10-06-2022 18:00,1
1654887295.0,0.4,10-06-2022 18:00,1
1654887355.0,0.3,10-06-2022 18:00,1
1654887415.0,0.3,10-06-2022 18:00,1
1654887475.0,0.3,10-06-2022 18:00,1
1654887535.0,0.0,10-06-2022 18:00,1
1654887595.0,0.0,10-06-2022 18:00,1
1654887655.0,0.0,10-06-2022 19:00,1
1654887715.0,0.3,10-06-2022 19:00,1
1654887775.0,0.0,10-06-2022 19:00,1
1654887835.0,0.3,10-06-2022 19:00,1
1654887895.0,0.0,10-06-2022 19:00,1
1654887955.0,0.0,10-06-2022 19:00,1
1654888015.0,0.0,10-06-2022 19:00,1
1654888075.0,0.0,10-06-2022 19:00,1
1654888135.0,0.2,10-06-2022 19:00,1
1654888195.0,0.2,10-06-2022 19:00,1
1654888255.0,0.0,10-06-2022 19:00,1
1654888315.0,0.2,10-06-2022 19:00,1
1654888375.0,0.2,10-06-2022 19:00,1
1654888435.0,0.1,10-06-2022 19:00,1
1654888495.0,0.0,10-06-2022 19:00,1
1654888555.0,0.0,10-06-2022 19:00,1
1654888615.0,0.1,10-06-2022 19:00,1
1654888675.0,0.1,10-06-2022 19:00,1
1654888735.0,0.0,10-06-2022 19:00,1
1654888795.0,0.0,10-06-2022 19:00,1
1654888855.0,0.1,10-06-2022 19:00,1
1654888915.0,0.0,10-06-2022 19:00,1
1654888975.0,0.1,10-06-2022 19:00,1
1654889035.0,0.0,10-06-2022 19:00,1
1654889095.0,0.0,10-06-2022 19:00,1
1654889155.0,0.0,10-06-2022 19:00,1
1654889215.0,0.1,10-06-2022 19:00,1
1654889275.0,0.0,10-06-2022 19:00,1
1654889335.0,0.0,10-06-2022 19:00,1
1654889395.0,0.1,10-06-2022 19:00,1
1654889455.0,0.1,10-06-2022 19:00,1
1654889515.0,0.0,10-06-2022 19:00,1
1654889575.0,0.1,10-06-2022 19:00,1
1654889635.0,0.1,10-06-2022 19:00,1
1654889695.0,0.1,10-06-2022 19:00,1
1654889755.0,0.0,10-06-2022 19:00,1
1654889815.0,0.0,10-06-2022 19:00,1
1654889875.0,0.0,10-06-2022 19:00,1
1654889935.0,0.0,10-06-2022 19:00,1
1654889995.0,0.0,10-06-2022 19:00,1
1654890055.0,0.1,10-06-2022 19:00,1
1654890115.0,0.1,10-06-2022 19:00,1
1654890175.0,0.0,10-06-2022 19:00,1
1654890235.0,0.0,10-06-2022 19:00,1
1654890295.0,0.0,10-06-2022 19:00,1
1654890355.0,0.0,10-06-2022 19:00,1
1654890415.0,0.0,10-06-2022 19:00,1
1654890475.0,0.1,10-06-2022 19:00,1
1654890535.0,0.0,10-06-2022 19:00,1
1654890595.0,0.1,10-06-2022 19:00,1
1654890655.0,0.0,10-06-2022 19:00,1
1654890715.0,0.0,10-06-2022 19:00,1
1654890775.0,0.0,10-06-2022 19:00,1
1654890835.0,0.0,10-06-2022 19:00,1
1654890895.0,0.0,10-06-2022 19:00,1
